,^BVSP,TAEE11.SA,PETR4.SA,BBDC4.SA,BBAS3.SA,GGBR4.SA,ITSA4.SA,VALE3.SA,USIM5.SA,B3SA3.SA
2013-03-06,57940.0,23.020000457763672,18.049999237060547,12.889533996582031,26.65999984741211,15.8100004196167,5.499321937561035,37.400001525878906,10.34000015258789,4.670000076293945
2013-03-07,58847.0,23.010000228881836,18.950000762939453,13.021387100219727,26.780000686645508,15.800000190734863,5.541461944580078,37.380001068115234,10.569999694824219,4.599999904632568
2013-03-08,58433.0,23.059999465942383,18.3700008392334,13.213821411132812,27.270000457763672,15.949999809265137,5.704755783081055,36.34000015258789,10.319999694824219,4.670000076293945
2013-03-11,58545.0,23.100000381469727,18.93000030517578,13.213821411132812,26.899999618530273,16.0,5.667882919311523,36.66999816894531,10.420000076293945,4.699999809265137
2013-03-12,58209.0,23.299999237060547,18.739999771118164,13.110477447509766,26.59000015258789,15.649999618530273,5.5836029052734375,36.290000915527344,10.680000305175781,4.610000133514404
2013-03-13,57386.0,23.0,18.75,13.153240203857422,26.31999969482422,15.479999542236328,5.578334808349609,34.86000061035156,10.619999885559082,4.516665935516357
2013-03-14,57281.0,22.549999237060547,19.290000915527344,13.110477447509766,26.420000076293945,15.5,5.478251934051514,35.0,10.699999809265137,4.556665897369385
2013-03-15,56869.0,21.90999984741211,19.09000015258789,13.199566841125488,26.350000381469727,15.199999809265137,5.462449073791504,34.72999954223633,10.140000343322754,4.576665878295898
2013-03-18,56973.0,22.219999313354492,19.200000762939453,12.957242012023926,25.940000534057617,15.130000114440918,5.546730041503906,35.0,10.520000457763672,4.5233330726623535
2013-03-19,56361.0,22.030000686645508,19.100000381469727,12.793315887451172,26.3700008392334,14.829999923706055,5.499321937561035,33.58000183105469,10.380000114440918,4.563333034515381
2013-03-20,56030.0,21.459999084472656,18.850000381469727,12.907352447509766,26.81999969482422,14.890000343322754,5.541461944580078,34.349998474121094,10.300000190734863,4.486666202545166
2013-03-21,55577.0,21.700000762939453,18.530000686645508,12.789752960205078,26.799999237060547,14.789999961853027,5.478251934051514,34.63999938964844,10.300000190734863,4.363333225250244
2013-03-22,55243.0,21.75,18.6299991607666,12.768370628356934,26.600000381469727,14.960000038146973,5.415040969848633,34.709999084472656,10.210000038146973,4.3933329582214355
